nohaaa,2a5eraaan
bdaya mobshra bil 5iir,2mbara7 mro7sh w al nhrda 2t25ar
Awi bsra7a,:)
oui,dr gah mat25ar al 7mdll
Tyb rouh rakez hahaha,7lw
:),"kolia w gat 3ala
bat"
w ro7 al gym w lessa raga3 man sika,& u ??
leh kda bas,Araf sho3'l w bani2admin bahayem
bahayam kman,:)
hahahaha,Bas ya sidi w 2amt m3yta
fil nady wala eh,La tala3na 5alas
mshy ya kbiiir,:)
wallahi lessa nzal,Mashy ya 3amm
7sak bat2lsy,:)
B2lk eh sa7i7 mafahmtsh enta knt btklmni 3ala men beleil,wala 2ana 
Hahahhahaha,7asak hat5od karar oryb
kda kda lazim 25oood krar,kda kda sa7 wala eh
Bas fkr kwys abl m t5do 3shn matndamsh,Hwa sa7 3shn t5las
hwa sa7 2zay bas,yrab al krar 2li 25do swa2 kan eh ykon sa7
Y3ni eh,2bsthlak
What about salat est5ara,zkan krart 2ny 2kmal aw la2
2sdy kda aw kda,Sali est5ara
slat w 7sli tany isa,Omda enta 5ayf tsib 99998888 ? Wla 5ayf ts2al alaa ?
Wla el 2,5ayaf asib 99998888 bas
bas msh 5ayaf 2s2al alaa,3shan kda kda 7war alaa dah sa3b awii 2slan
bas msh 3ayaz 2wham nfsy 2ana 2frat fih 99998888 w b3d kda 2shof alaa w kda,yomna 5liblak al moshkla msh fih alaa wala kda 5las 
El mshkla f enk 5ayf tzlm 99998888,Bas fy mshkla akbr
bzabt kda,Enk msh 3rf enta bt7b 99998888 wla la2a
bas 2li 2ana 3rfo lama bkon m3aha msh b7as b7aga 7wlya 3'ir 2ny far7an bas kda,w msh bb2a zah2an wala b7as bil wa2t
Bas f nafs el wa2t btfkr f alaa,la2 wallahi
2wlan tfkir fih alaa gah lama kol w7ad by2ol dih sfrat w bta3 msh 7tshofha 2bl matsfor,tab nw btfkar fiha wala la2
Tyb enta law alaa altlk en lsa f amal,Hatsib 99998888 ??
akid msh bil bsata dih 5las,msh 2hbal 2ana wala bryal
Eh ely fha ahbal w b ryala,la2 msh 7war 2mal
2n hya tkon mot2kda 2n f3lan 7y7sal,w t2oli bgd w kda
bas alaa matrodish t2oli momkan ah w momkan la2,w 2ana 27ot 2mal 3ala kda
Nawi tklmha ?,alaa
kda kda bklam alaa 3ady kol shahran mara bas2al 3liha w 3ala kolia,w bas
99998888 3arfa ?,la2 bas kda kda 2ana w 99998888 mhdyin al la3b man yesterday
3shan sa3b nshof ba3d al ftra dih 2slan,kolia w kda
7ega shwya,la2 wallahi
kda kda 2ana w 99998888 bnnzal lama k gp bnnzal,bntfa2 w nnzal
fih mafish ay plan ll nzola 2oryab bas kda ,Hahahahha 5obs el welad dh aslo ana b3rfo
:),wallahi 2bdan
w bant 2li kanat btnzal m3ana msh fdya kolia bardo,w 99998888 tgra english w batro7
ya3ny al nhrda hya m5lsa kolia man 10  m5lsa 5,:)
hahahah,Brya7ak aho
fhmty al fkra ba2a,Bos walahi el 3azim a3dtak ma3 99998888 gabtak wara
:),wallahi 2bdan
w howa my3rfsh 2slan 2li batklam fih,:)
A3rf as3ed bshar rbna kolhom,W f mshkli ana 60% bab2a bata baladi 
bzabt kda ,msa 3lina
Bos ana bada2t asda2 mwdou3 5od ely by7bak w mt5fsh ely bt7bo dh,Msh bhzar !!
3aref wallahi,howa sandwich tuna 2li 3mal al sho3'l kolo 
Hahahahahhha,:)
hahahaha,tab matro7y aerobics aw cross fit ay 7aga
tlama 2nty rydya ya3ny,:)
sfrty wala eh ??,msh 72olak 3'ir gomla w7da
2ana f3lan t3ban wallahi w b2ali bta3 3 days msh bnam,w msh 7ynfa3 telephone aw whts app
eih !!!,msh 3aref
lama 2shofal isa,isa
la2 wallahi,yomna m2ltlish 2nak konty nzla al sob7 
:),mshofthash 2mbra7 
Hahahaha yb2a 3rft mn instagram 3ady,zkya msa 
:),Msh ray7 nady smou7a el reyady el egtma3y?
fady,:)
Tab ana ray7a kman sa3a kda ana w yomna w noha,ryada wala eh
:),Law ro7t 2oli
okay ya kbiiir,:)
dah omda ya3ny ,:)
lessa fil nady,Lsa mashyeen
Enta ro7t wla eh,fil sika raya7 
Hahahahahaha ya 5saraa,tt3wad isa
Isa,ya sowroo 
:),msh ya gamad
Wenta ezayaak,kwayas al 7mdll w 2nty
Kolo foll el7ml,tab al 7mdll
:),okay w 2ana b7tram kda wallahi msh 7zan 
Hahahaha asl ana msh fahma nasfy asln,twdi7 momkan 
:),isa kolo 7ytzbat bas
msh 7twriry al 7zaza 2li konty 3yza t3mlihalo,La2 mana mafish haga 3la bali :/
W hwa hyksfny asln,fham
kont 3yaz 2shofha bas ,:)
w sho3'l 3mal eh,:)
Bema enak fahemny,konty mska nfsak al 7mdll
bas tb3an hzar marwan 3ala 2lbak zay al 3sal ,La dh msh hzar
Dh haga tanya,Bs ana kont maska nafsy f3ln
ah wallahi msh zay al nady 2sdy,Mmmm:D
tab w al hzar ,Bzmetak dh hezar
over 2sdak,Gdan
W m3aya ana bs,:)
:),Wla y7mk y 3sl
:),el7l kont naima wrai7t dama8i mn koll da
elskol alolk eh?,wwnta naim mt25r kda leh
Ma2drtsh as7a,Haro7 l 7ad
Naym 1 w nus,mnta tabi3y mt2drsh naim elsa3a 2 w3amal tdl3 3la elnet ts7a ezay
howa na lazem akon mawgoda wafdl azn 3la dama8k 3ashan t2fl,wmtrodsh bklma tnrfzni 3ashan mshtmksh
ya brooooodk,weh ely mnimk 1 wnos de asln msh elmfrod a5rk 12
Na mkhals mozkra,1
:),Ma ana aked msh haro7 madrsa lw7di
la nta m5ls mozkra 12 wnos,y3ni a3dt sa3a 3la elnet
wt3od leh asln talma warak 7agat elsob7,W kul so7aby hytswro 2day
Nty akhla2k bazt awi btw,b3d kda w2t mht5md ttnil tt5md nta kaman we3ml 7esabk a5rk 11 wnos
we5rs 3ashan mrodsh 3lik rad mis7sh,wro7
y3ni nta dait elyoum yst 3ashan tnzl ttsawr 3ashan tro7,w2day mro7tsh 3ashan 5atr so7abi
Aywa yb2a msh hdy3 2day,tab aro7 3alik a2olk eh
La la adhwrt awi,la hya biza mn zaman mlksh nta d3wa
3ashan kda sa7i elsa3a 11 wa3d btr8i wttdl3,:)
Ybnty na fe l shar3,:)
3arf ya ooz a5rk m3aya h8ozk bmatwa ws3tha hib2a eleswed yalik by,:)
3ndi yousri l mtrtsh,La ma ana wa2f t7t
Lsa l drs 11 2 nus,wnta kol da mawsltsh
da yousry 3la awl elshar3,:)
Atl3 a3ml eh,weh ely mnzlk bdri
etl3 rag3 ya mawkos,Mawkos
88 a5aty 3lya awi,N3m
Hashtmk,Bs
Hhhhhhhh,aiwa wb3d ma a5dt 3alik hi7sl eh y3ni
mna oltlk eleswed yalik by,Da nty nafsk p'a
blnsba n elsa3a 11 wnos,wnta lsa ht7ki wthr2
5er,tb3n mstni so7abk
:),Tl3t
mkan mn elawl,Da hy3od yrag3
L exam sahl wla s3b,na k88 m3rftsh a7l feh 7aga
bs so7abi 7alo 3adi,:)
A7lmhomlk,ah
Anho p'a,Sec bs atl3 w a7lhalk
51 & 53,Tmm
Bs mattwk3esh eny ha7l,:)
Mattwk3esh eny kda,:)
leh ya ooz mnta shater,na asln msh 3arfa a7l ay 7aga fe 3azm elezdwag
3mlt eh fe exam elchem,Sahl awi
Azai,la elmas2l bt3to msh gaya m3aya
msh 3arfa a7lha,Fen bt3t l 3azm
L kawa de f=bil,dol el2 kowa ya ooz
el3azm h5li elmr yshr7holi kolko tany isa ygili 7esa elbet law7di,Aha
Hhhhhhhhh,Y benty atl3 tb
bil aw bil sin sita 3la 7asb,wb3den nta htsm3li elkawnen mt5ls aooz wt7lhom
aw edihom lay 7d d7e7 t3rfo,3ashan na so7abi kolhom adbi
Tmm,T7t l bet
Btklm m3 farok,nta fen kol da asln
wwa2f t7t elbet bt3ml eh,elsa3a 2 wnos btw
a2olk 7aga ya ooz etfl3 wna asln msh 3aiza mn weshk 7aga,Btw na kunt bawdi yousef l drs
Ya3ny hakon b3rf a7l w msh ha7lhomlk,mashi
Mashet 3leki heta,3rfty t7liha
:),Ibrahim khames mdnash haga kda
h5li elmr y7lihali tmw whb2a a2olk 7alha ezay,Tmm
yksh tmtr,:)
3rf 3rf,:)
Na,bared bared
Msh hrod 3leki,Prego
:),la rod na 3aizak trod
:),Hhhhhhhhhh
ashkaliiiiii,ashkali de ely hya eh
nta ttol tklm ashkali,dna brod 3alik tnazol mni wshaf2a 3alik
toktok lma ylmk wyshilk shilat ragl wa7ed,:)
Hwa eh bly3b kora eh ylmni w shilni,Abos edk a3mli block
shaf2a w3atf wla 3ndk e3trad 5od elklam 3al sedrk wet2ms we3mli block,e3mli nta nta etshlit
howa na hfdl a3mlk kol 7ag,Eh eh
Akbr shwya,3iza block y3ni
e3tmd 3la nafsk wekbr showaia b2a,:)
Nty to2mri,elamr llah
5ars 7esk wetsadt nafsk,D ana h3mlk 3la kmayt l da3wi aly bttd3iha 3lya de
Ar7mini,:)
hhhhhhhhhhhhhhhhhh,na  hfdl ad3i 3aliko kolko l7d ma ygili 72y
Men men y 88,Bs
Hhhhhhhhhhh,:)
haksh sha3ry wad3i 3alik fe 3ez elsheta w2t elsala ygilk shall fe semant reglk mtt7rk b3dha abdn,:)
:),Mo2db
Na kalmtk a 88,lma tb2a mo2db elawl
mnta fe kol ela7wal bttl3o 3alia ya shbshb,D ana kunt t3atofn b 7altk hatgwzk 3can mt3nsesh
Nty aly d5la fya shmal,Hya l nafs de
Ly gybaki wra,kont btshtmni mn showaia
a3ans dna mozt elmozz bs hya nafs,:)
Kunt 3mlt zy l ragel aly atgawz omo da,hhhhhhhhhhhhhh
omk fe 3enk ageb ashkalk de mnen,Nty ttoli
:),:)
lw 3la etol eltallo mawgod,agblk tallo 15 cm whb2a folla
mde elmiza,Bardo
:),Fe 30 cm
:),m2olna 160
7lwen awi,hn5tlf m3 b3d 3ashan 30 cm ya ooz
Hhhhhhhhh,m2ask s3b
Hhhhhhh,:)
Ah helw,:)
bos e7na nshoflk w7da 170 wnlobsha hells 15 tb2a 185 tb2a fol awi,da aksa 7aga momkn a3mlhalk
Tb khodi mwsfatha,la b2a mowstfha de nta ttsrf feha mt2rfonash b2a kafia ni hgblk wa7da 170 da kter
Kman akhod wa7da msh 3gbani,La la msh mwaf2
etfdl 7drtk et2mr,1st damha khafef aw shabhk kda yolltsh bs tkun mo7trma w bnt nas
:),:)
msh fahma bs tkon mo7trma de 3la asas n na eh isa,Ma t2ri sa7
mi8rokrsh el5aiba ly kont 5ibaha de nw elwad3 y5tlf tamamn,Ehda a krem shwya
:),mnta oltli bs tkon mo7trma wbnt nasallh
eh bs dee,eh bs deee
B2olk 7ta lw shabhk dmha youltsh bs tkun bnt nas w mo7trma zayk y3ni,Abo om da ta3lem mgani bawz l 3yal
Emshy a 88,Ana haro7 ashofly had tany yagbli ly ana 3aizo
ooz gomlk msh rakba 3la b3d,N3eed mn lawl tyb
Gamil,wala 7d hi3brk 8ery
bs lw 3la ele7tram wwbnat elnas de sahla y3ni,Yb2a damha khafef
Hhhhhhhhhhhh,Bosi bosi
Btkrhini btkrhini y3ni,:)
na eh ely 5alani asebk kol da asn,yalaaaaaaaaaa
Hader,Hhhhhh
Hamwto kareem aly 3aysh gwaki da,Bye
Hader,wala hbos wala htbos na h8oz
yala,:)
yla,bye
bk leh lamo25za,La ma na ha bk ll mozkra tani
ah b7sb htback hena,:)
Namy tb shan tas7i badri,:)
Ah as7i 3la 5 wla 6,la 3ndi drs elsa3a 9 bs7a 8
out,Ht3mli eh y3ni
:),Tb ma tkhusshi 2utk zakri malk beha
:),homa gaien asbhom wa2om
whya awl mgtt altli na msh 3aiza agy 3ashan nte sanwya 3ama,:)
Aaha 3ndaha dam y3ni,:)
e7na 3ila 7asisa kolna kda,:)
Ah,Bayn bayn
hya 8albna walhi 3ailaha saibnha 5ales wibnha lsa masfr 2day wa3da fe bet doren law7dha fa3dt t3it fmama ra7t gabtha,:)
Hhhhhhh,:)
shoft 3ashan t3rf ni 7anina,Aha tab3n
Tab3n,:)
abo shklk,la
Masno2,Hanzil 11
la,nta mbtzkrsh leh
tab na 5alto mawgoda nta eh mobrrk,Ma na kunt bklm l 3yal
La 3aiz anzil bs,ooz nta 3aiz tmwtni
Hanzil aro7 miami,Hy5doni bl 3rbya w msh hnnt25r wlahy
tnzl tro7 fen wt3ml eh wm3 men,howa kol youm 5ames lazem tse3 showaia
na3aaaaaaaaaaaaaaaaaaaaaaaam,Hwa wa7d aori
Sori kda w by2olo helw,:)
Ah,Ma ana m3rfsh mkanob
Mkano,nta msh 3ndk drs elraida henak
eb2a garbha wygy,:)
88 wnabi,a7med moustafa lsa fakr y2om nw mn 3la elmozkra b3d 5 shohor
nta bt2om b3d 5 da2i2,la ya ooz
awa,la
nta msh ro7t elfar7 el5ames ely fat,Ah
Men kan 3aiz,wb3den nta mazkrtsh 2day
wms7tsh bdri,wm2fltsh net
eeeeeeeeeeeeeeh,nta bg7 kda ezay
Ynzil,Ah de 3alm habla
Mlnash da3wa a7na,:)
ah bzbt kda,Ah ma na ru7t khls
Bye,blnsba nk kont 3aiz tzakr?
:),yalaaaaaaaa
:),?
wra3i ni a3da fadia fhfdl kol showaia ashofk ft7t wala la 5od balk b2a,:)
Hhhhhhhhh,:)
shator,Bs helwa
bs nta 5ales y3ni,k2nha m3mola 3ashan tsbrni
Hhhhhhh,:)
Yadeni,Bukra
D eh,Italy
a7eeeeeeeeeeeh,nta mbtzlrsh leh
ya rab elsabr mn 3ndk,aiwa 3aiz eh y3ni
Bzaker ahu,wfat7 net leh
:),D na khaty tu7fa
:),T2oli batr a3mlk l agab sa7
L2ni msh fahma,Nta katb eh
Na barkat haz2nii,zy 5aty bzbt
wmni,na mafesh drs mafesh 7d bishtki mn 5aty
na kol elmawad y2ololi wallhi nte shatra bs lw t7sni 5atk,hhhhhhhhhhhhhh
Hhhhhh,:)
Kunt hashtmo,Leh msh moktn3 eni abn nas
Hhhhhhh,:)
3ashan m7dsh asln yktn3,:)
5ales,:)
ah,zakr yah 3ashan t5ls wtklmni 3la 3arostk
Mashy ha7fz l 7dara w hagi,Hnzil
Hader,la mtgesh
tawl showaia,h2eh?
M2odmesh haga tanya,Msh nty 3aizani atwl
da kalamk?,Hya khaltk gya 3la byat wla eh
M t2umi tzkrilk hags,la lsa nazla nw ahi
mna mashya aho,wb3den nta btsrbni leh
Tyb,Yala
Yalaaa,A2fli
hhhhhhhhhhhhh,:)
Hhhhh,Ha2ldkv
Ha7wl,:)
Hwa ntu bttsawro fe l drs 3ady,Basem men lmo23'za
hhhhhhhh da abl mabsem yd5ol,Da fashel
Hya sara w khadr,basem italy
:),7aram 3alik
na bfhm mno,Ah mmkn
Hwa l italy sahl,W dah agebo mnen
bs esm3o whowa whowa bi8ni,ektb 3la elyoutube basem 7ussin shabha bs
Hhhhhh,Msh msh3'l youtube
:),Hhhhh
fatk kter,da negm
7asas elgel,La na kda mmkn atl3 l blkona w al2ot wifi
fe wa7ed fe kafr 3abdo bta3 burger hamot wakol mn 3ndo,Ly 3nd l gnena
:),Lsa fat7 gded
Asmo eh,Ah 3rfoo
3nd stafili,Kda
ely 3nd soltana,yanca's home
3nd men,Stafili
Caffe,Ah
Na mgrbthosh,Abl kda
:),Bs 3yl s7bi 2li bardo
Ra7 mara w bta3,msh 3arfah
bs howa bta3 elburger da fazi3,la na fe apps kda binzl elpics fshoftha 7aset ni 3aiza a3it
Hhhhhhhhhgh,Hhhhhhh
:),:)
Tyt,b2olk ha7wsh
brb hakol,na hnam btw atmna nk mtsharsh wya rab ya ooz lw sahrt ygilk kawabes mofz3a
Hhhhhh,Leeh y 88 kda
Wla a3rf ana kont 3ando embar7,howa mat ezay ya bnte?
S7bti klmtni 2altli mr mohmaed mat,Ana mch 3rfa asd2
ya 7awl allh ya rab,rabna yr7mo
Alhom amen ya ezo ana l8ait nw mch 3ra asd2,Ana lma sm3t el 5br mkontch msd2a nfsi
mhya 7aga 8aripa na olt de esha3a,La wla kan fe ay 7afa
Dh kan zi el fol,aked kan mared
momkn kam mared sokr aw d8t aw alb gatlo mara wa7da,La mknch 3ndo ay 7aga momkn ykon gtlo skta albia
Rbna yr7mo ya rb,Wlahi ana ma 3rfa 7aga ya ezo
mna b2olk momkn alb aw kda,ya rab
nte kda ht3mli eh,bs bardo mtsbesh nafsk kda mttnshesh
La ma ana hachof bs eh eli hi7sl,Alhom amen ya rb
rabna m3aki wyr7mo,ya rab
:),7ashteni
:),7shteny mooot moot mooot
3amla eh ya sai3a,mfsho5a
enty 3amla eg,eh
nafs zat elfash5a,5ara bgd
amot wa3rf leh kolhom bifsh5ona f nafs zat elfash5a leh,:)
:),:)
Ya 7'eter enta,:)
:),Lsa wasl
:),Eshta
Mariaaaaam,W7ashteny
Hwa anty bt7oty make up azay ,:)
Enty kman wa7shany gdn ya menna,:*
Mariam anty bt3mly maskat sa7,:D
Okay ana mmkn ab2a aktenhomlek kolhom waswrhomlek,3mla a
Ana tmam elhamdullah nty 3amla eh ?,Ana tmam al7mdlallah
7ashof siatek.emta ?,Mmkn yom al gom3a
3rfa Shakespeare cafe,:D
Mmkn nt2bl hnak,Aha 3rfah
Yalla bena gdn,Ana fadya
Emta ?,Wna kman
Yom al gom3a h2ked 3leky bokra,Tayeb eshta shofy w olili
Bt7oty makeup azay,Ll 3nen
Eyeliner bs w a7ianan bahot shadow bs msh dymn,Ah
7lw,Bs anty 7ta flsora ??
F anhy sora ?,Aly 7taha profile hena
Ana hena kont 7atta ko7l fo2 w ta7t bs,Ah
Ana 3andy foundation,Bs msh b7ot
Bs hwa mohem sa7,?
Aha DA bidary ai 7agat shaklaha msh kwies feel bashra w biwa7ad l lon,Mmkn iom mashofk a2olk eh Ali ile2 3leki w kDa w tgeby eh
Tmam ,3mla a m3 3mr now
"Tmam elhamdullah aho mashy l 7al tkalobat kal 3ada bs eshta kwosen :"")",Taaayb al7mdlallah
:),:)
<image omitted>,:)
:),Hhh
Walahy hatw7shny fsh5,:)
:),:)
:),Amin
<video omitted>,Hhhhh
Aaaaaah,:)
:),Hhhh
Salamo2,Ana nazl masr 5alas
Yom sabt,:)
:),Walhy
:),:)
:),Bbe
:),Msh gmb el phone y alpy
:),:)
Ahmed nta w7shtny awiii,:)
Ahmed,:)
W7eshny wnta m3aia ,:)
:),:)
Ahmed b2olak wa7eshny t2oli bt3mli a,A2olak b7bk t2oli rbna y5liki
:),:)
Btzafet f el zft el 7mam,:)
:),:)
:),Mfkra 7dretak btzaker
:),Lma bla2ik fate7 whats bklmk
B2ol enk bta5od break wla fady,Lkn eli na 3rfah enk mnzltsh enharda 3shan tzaker
W hto3od l7d el sop7 tzaker,:)
:),:)
Tb nna etslt wnta cancelt aho,:)
:),:)
:),Tyb hklmk w eft7 3lia ok?
:),:)
L2 klmni tyb in4ala d2i2a wa7da,:)
:),Klmt so7aby enharda wna f el clg
:),:)
W klmt nosa b3d ma mshet mn hnak 3shan fdlt lw7dha,W b3ttli call me lma rw7t a3dt t3yt 3shan et5an2et el clg m3 wa7ed sa7ebha
:),Na bms7 el call me w kol eli 7awel el etsal w msgat mobinil
Msh b7tfz byhum bdlthum awel bwl,W eli nta fyh da 2let seka 3la fekra
:),:)
Wna lw b3ml 7aga 8lt kunt 2oltelak en el e5tar bta3 fadel kam d2i2a da byro7 lma bagy a3ml screenshot,W mkuntsh swrthalak aslun lkn na 3shan msh b3ml 7aga 8lt msh b5af wla bkzb
:),:)
:),7abibi Walahy ma 3ndy b7lflak
Eb2a emsko ama tshofo,:)
:),:)
:),:)
:),:)
:),Bklmhum 3shan ashufhum fen w et25ro leh
Brb na bt5ane2 m3 omi,:)
Ahmed 3ayza aklmk,Bt5oni m3 min
Btkalem min 8eri,M5lik sa7y l7d nw
:),Y3ni a
:),7aram 3leeek
Zakert y Ahmed?,7abibi na lsa wasla nw bakos ro7t ll ragel f bokla el awl zy ma kunt 2ylalak
:),Leh
:),3adi
:),Bokra t3rf 2emti
:),:)
:),3gbtni
:),:)
Fhmt,Aywa y Ahmed
:),:)
Nta 3aref ny m2drsh asibak,:)
:),Amshyha ezay
:),:)
Aywa sa7 est7mltni b2maret estfzazak lia j2nk bt2oli ewl3y aktar w et7r2y bgaz wla yhmni wla hy2sr fya,:)
:),K2ny kont z3lana mnk mn el hwa
:),Ah a7snli enk t7r2li dmy aktar w t5lini hygili el da8t mn kotr el 3yat
:),:)
Tyb Walahy feek el 5er,Walahy ana mshuftsh kda bsra7a
:),:)
:),Nta msh 3ayesh 7yatak 3shan ts3dny w bs zy ma etf2na
Tyb shater mt7kish b2a 3la 7aga tany,:)
:),:)
:),:)
:),:)
:),:)
Ahmed msh ht7ayel 3lek 3shan t7kili 7aga t5osak nta lw bt7bny ht7kili,:)
:),:)
3nia mn sa7bak,Nta so5n y baba wla a
Gralak 7aga f 32lak,:)
:),:)
Na b7bk nta y baba w min da aslun 3shan aboselo da m3afen,Wna a3rfo
Rbna yshfik mn eli feek dna kunt fakra enk htwghny llsa7 w el 8lt msh tigi t2oli el kalam da,Omal nta lzmtk a f 7yati msh enk t3lmni kol 7aga
:),:)
:),:)
:),:)
:),:)
Kol eli nta z3lan mno da mkuntsh a3rf enk htfhmo kda,Ahmed na b7bk mtsbnish
:),:)
W ra7met baba ma b3ml ay 7aga mn wrak,Ksmn belah ma b3ml 7aga mn wraaaaak nta bt3ml fiaaaa kda leeeeeeeeeeeeeeh
7aram 3leeeeeeeek na msh 3dwetak,Nta btkrhny leh kda
:),Nta 3ndy ahm mn nfsy alf mra wnta 3aref kda
:),W kfaya eny 3ndy est3dad a3ml el mosta7yl 3shan b7bk
:),:)
:),:)
Na b5af 3lek aktar mn nfsy dna bamooot 3lek,Nta ebny y ahmed eli na m2drsh afr2o l7za
Wnta 3aref eny m7tagalak zy ma m7taga l eni atnafes bzbt,:)
Htsebny lmin d7na mlnash 8er b3d,:)
:),:)
Ahmed na msh 3ayza kol da na 3yzak nta,7ader
:),:)
Mashy bs da lwy dra3 wna msh b7b kda,:)
Yn3l abo el shak y a5y eli y3ml kda f bny2adam,:)
:),Msh 2oltelak 7ader wla nta btst3bt
W 3ayez t5l3,Mashy bs da lwy dra3 wna msh b7b kda
:),:)
:),:)
Mashy y ahmed,Leh
:),Nta shayef kda y3ni
:),Whwa da eli hy5lina n3rf 2imet b3d
Na sh5seyan 3arfa 2imtak mn 8er 7aga,:)
:),Y ahmed 7aram 3lek b2aaaaaa
Nta bt3ml fia leh kda na t3bt bgd awiiii,:)
Ana brta7 wnta gmby,:)
:),:)
Ama bshofak ama btkon m3aia w masek eidy,Wnta?
:),:)
:),:)
:),:)
:),Yabny ezay mlish d3wa beek nta ebny 7abibi 
Na 3yzak nta msh 3ayza a3ml 7aga wla zft,Na bnsba lik kwld lafef w dayer w 3aref dma8 el nas 3ndk 5bra f el 7yah aktar mni
3shan nta el ragel,Nta 3aref kwayes en la ana wla nta hnkon mstry7een f el bo3d
:),:)
:),:)
Yn3l abo el shak y a5y eli y3ml kda f bny2adam,:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),:)
:),Htshof a7san wa7da f el donia zy ma kunt bt2oli
Na lazem akon kda y ahmed 3shan alik beek 7abibi 3shan nta a7san ragel f el donia,:)
:),:)
Ahmed ana eli b7b 3bd el fta7 el greny msh 7d tany,:)
:),:)
Fakar nta fkr min hyb2o wladak lw msh mni,Fkr nta bgd leh bt3ml kda
Na b7bk zy el awel w aktar nw oxem belah,Mtsbniiiiiiiish
:),El bo3d da hykon ad a w lw hwa 3shanak msh 3shany nta mumken tkbr dma8ak w tkml 7yatak mn 8ery
Ahmed rod 3lia tyb,:)
:),Rga2 el gedawy
Ed7k p2a,Blash tb2a mkshr kda
:),:)
:),:)
:),:)
Tb msh h2lsh bs 5alik m3aya plzzz,Y lahwy 3lia
Y 7abiiiiib el ws5aaaa,:)
:),:)
:),:)
:),Eh yabny Ana  Mahmoud 3amel eh
B2olk tnzl,:)
:),Mohamed nageb
:),B3ed leh ?
:),<image omitted>
<image omitted>,:)
<image omitted>,:)
:),:)
<image omitted>,:)
:),:)
Hwa el laptop daroury ?,Aiwa ya abdal
kda,?
Kda eh,howa kda
wb3deen eh ely a3dk l12 wnos,Wlahy nemt
12 w nus,nmt mta
mnta aked namt,bs mta
leh,wsa7it mta
9 w rob3,Na fe l shar3
Hasly w atl3 l drs,wmsh btzakr leh
wmbtzkrsh leh,Basly
L 3asr,:)
btsli eh,eladan lsa bi2dn nw aho
bt3ml eh nta mn bdri kda,Fen bsdri da
D na lsa nazl,Bzaker italy
:),wabl mtnzl kont bt3ml eh
ummmmm,L klmten dul bybrfzonii
Bynrfzoni,:)
3can da5l asly,Msh haklmk
wnby aooz hatli fetar,g3ana awi bgd
Had3i 3leki da3wa w yarb tb2a mn nasibk,La msh sadktyb
wmksla a3ml ay 7aga,wmsh higili nom 8er lma akol
wnby la ya ooz dna sadktk elsadoka,Wla a3rfk
Fetar men yali tnshaki fe btnk,wb3den mna lw 7asli 7aga wa7sha ht3ok 3la dam8k fe ea5r
ed3ili ageb 98%,whatli fetar
g3ana aooz,W nty tnami leeh aslub
Aslun,Leh tnami bardo
wmsh higili nom 8er lma ako,bolikata
sa7ia elsa3a 8,whoma kolhom naimen
wg3anaaaaaaaaaaaaaaaaaaa,Aft7i l tlaga
W kulo,3ashan a3rf azakr lazem akon naima kowes
:),nafsi fe bchnkan
Nafsk fe eh,Aywa da bytakl wla bytshrb
:),:)
88 nty bt7beh,Mawdo3 l gwaz w kda da ensiih
:),:)
lw msh bt7bo tb2a 3abet,hhhhhhhhhhhhhh
leh homa ely biklo bchenkan mbitgawzosh,ah tb3n
La bsklu 3ady,:)
wew3a t2oli nk msh bt7b elol2as,:)
Sban5 men yali tnshki. F batnk,Na2sa arf
na bakol 5odar eshta bs besla wsaban8 wfasolia la,la samk y3
mb7bhash olt,Ana samk w sban5 w btngan w bamya
Btngan ahu,:)
la bechnkan falt mnk,nafsi feh bgd g3ana ya nas batni btnah2 mftrtsh
Fe l btngan,ah
A5eeh,Lsa m5ls
Drs y haga,Mraw7
mbtfhmsh h2ok eh,nta fat7 net leh
leh drsk kam sa3a,wb3den marw7 fe ad eh
Kan fe emt7an,ShAml
howa kol 7esa e7na hnst3bt,La ma ana kan 3ndi redo
3can gebt 45 mn 60,Ehdy
Ha2fl l mradi,ya 5ebtiiiiiiii
etlhi momkn?,:)
Atlhi,Tal3t
:),Wla had
Hatl3,yst kont wa2f m3 farou2 wbtwasl youssis
2day b2a hto2f m3 men whtwsl men,?
wlma nta tl3t ft7t net leh,:)
Msh lsa. Hakul w ashrb w a3'yr,Lsa da5l
Hhhhhhhhhg,Hader
wnta kol da bt3ml eh,wlek nafs takol wtshrb wt8ir ya 3adem eldm
k etfdl ro7 8air fat7 net leh,elsa3a 5:6
odamk l7d 5:26,Aflt
:),Kmlehom 30
La rakik shabhk na,Wla eh
tkon aklt wsharbt w8airt,mshofksh fat7 tany
msh mn r2tk awi m7tag ttawl fe w2t elakl,:)
Mgatsh mn 4 min,Ma na b3'yr
Ahu,:)
dai3 fe w2tk dai3,el4 min da o3bal mttkn wtthd fe manak kda
da 3la asas nk bkam ed,fat7 net bt3ml eh amout wa3rf eh ser tamasokk beh
howa fe 7d bi3brk 8ery,Mafesh had
Nty 2ulty 26,Hatnsobii
yb2a ttlm na msh ti2ak wala tai2a ashofk hena asln,yb2a tthd wt2fl
:),msh a3dt 3la elnet
Mashy,Lsa l akl ahu byt7at
La,La hya
Ashtktlk,taib 2om 7oto m3aha 3ashan tngz
hya t7to wnta tn2loo wmkan mbtklo,estzw2
ktk lawya yala yad,Hhhhhhhhhh
:),hya shaika ltob elard mnk
